,City,Price(TL),ListingDate,Brand,Series,Model,Year,Kilometers,GearType,FuelType,BodyType,Color,EngineSize,EnginePower,DriveType,TradeInStatus,SellerType,VehicleTax(),District,DaysSinceListing,NumOriginalParts,NumLocalPaintedParts,NumPaintedParts,NumChangedParts,NumUnknownParts,HasDamage,HasHighDamage,DamageCost
3576,Kocaeli,630000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Icon,2013,178000.0,Düz,Dizel,Hatchback/5,Kırmızı,1461.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Körfez,7,11,0,2,0,0,,0,
3577,İzmir,465000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Business,2012,369000.0,Düz,Dizel,Sedan,Gri,1461.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Bornova,7,8,0,5,0,0,,0,
3578,İzmir,175000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway GTE,1995,298775.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Bornova,7,2,0,11,0,0,,0,
3579,İstanbul,425000,2025-04-07 00:00:00,Renault,Clio,1.2 Authentique,2011,224000.0,Düz,Benzin,Hatchback/5,Kahverengi,1149.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,623.0,Bağcılar,7,13,0,0,0,0,,0,
3580,Aksaray,697500,2025-04-07 00:00:00,Renault,Clio,0.9 TCe Joy,2020,70000.0,Düz,Benzin,Hatchback/5,Beyaz,898.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4042,Merkez,7,13,0,0,0,0,,0,
3581,Mersin,455000,2025-04-07 00:00:00,Renault,Clio,1.4 Extreme,2008,143000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Tarsus,7,11,0,2,0,0,,0,
3582,Diyarbakır,460000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch,2015,309000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,3661,,7,5,0,6,2,0,,0,
3583,Bursa,589000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Touch,2013,223000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Yıldırım,7,8,0,5,0,0,,0,
3584,İstanbul,899750,2025-04-07 00:00:00,Renault,Megane,1.5 Blue DCI Touch,2020,151000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Bahçelievler,7,9,0,4,0,0,,0,
3585,İstanbul,600000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch,2015,195000.0,Düz,Dizel,Sedan,Gri,1461.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.606,Esenyurt,7,10,0,2,1,0,,0,
3587,Balıkesir,930000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Joy,2016,70000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Karesi,7,10,3,0,0,0,0.0,0,
3588,Ankara,592850,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Joy,2019,199000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2.769,Altındağ,7,10,1,2,0,0,,0,
3589,Çankırı,150000,2025-04-07 00:00:00,Renault,Twingo,1.2 Easy,1997,250000.0,Düz,Benzin,Hatchback/3,Şampanya,1149.0,58.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,499,Çerkeş,7,0,0,0,0,13,,0,
3590,Tekirdağ,1277000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Touch,2023,33722.0,Otomatik,Benzin,Sedan,Füme,1300.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,5803,,7,12,0,1,0,0,,0,
3592,Diyarbakır,200000,2025-04-07 00:00:00,Renault,Laguna,2.0 RXE,2000,287000.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1998.0,139.0,Önden Çekiş,Belirtilmemis,Sahibinden,2487,Bağlar,7,0,0,0,0,13,,0,
3593,Ankara,475000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Extreme,2011,261000.0,Yarı Otomatik,Dizel,Sedan,Diğer,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Keçiören,7,8,0,0,5,0,0.0,0,
3594,Diyarbakır,754000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Touch,2016,257000.0,Otomatik,Dizel,Sedan,Gri,1500.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,3661,Kayapınar,7,13,0,0,0,0,,0,
3595,İstanbul,1660000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Icon,2024,19000.0,Yarı Otomatik,Benzin,Sedan,Mavi (metalik),1332.0,140.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Çekmeköy,7,13,0,0,0,0,0.0,0,
3596,Denizli,889000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi SportTourer Icon,2019,126500.0,Otomatik,Dizel,Station wagon,Beyaz,1500.0,88.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Merkezefendi,7,8,1,3,1,0,,0,
3597,Şanlıurfa,475000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch,2014,313000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Karaköprü,7,0,0,7,2,4,1.0,0,70000.0
3598,Ordu,455000,2025-04-07 00:00:00,Renault,Clio,1.4 Privilege,2003,58250.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,499,,7,10,2,1,0,0,,0,
3599,Ankara,460000,2025-04-07 00:00:00,Renault,Scenic,1.6 Privilege,2005,232000.0,Düz,LPG & Benzin,MPV,Kahverengi,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Keçiören,7,0,1,2,2,8,0.0,0,
3600,Gaziantep,315000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Authentique,2007,270000.0,Düz,Dizel,Sedan,Gri,1461.0,80.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Şahinbey,7,12,0,0,1,0,0.0,0,
3601,İzmir,337000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,404000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Aliağa,7,3,0,8,2,0,,0,
3602,Balıkesir,690000,2025-04-07 00:00:00,Renault,Clio,1.2 Joy,2016,51000.0,Düz,Benzin,Hatchback/5,Bej,1149.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,826.0,Burhaniye,7,0,1,0,0,12,0.0,0,
3603,Adana,515000,2025-04-07 00:00:00,Renault,Clio,0.9 TCe Touch,2012,149500.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,898.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1420,Çukurova,7,5,2,2,2,2,0.0,0,
3606,Malatya,365000,2025-04-07 00:00:00,Renault,Megane,1.6 Dynamique,2004,277000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1598.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Yeşilyurt,7,3,0,8,2,0,,0,
3607,İzmir,730000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Joy,2018,135000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4389,Buca,7,0,0,4,0,9,0.0,0,
3608,Adana,930000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2018,92000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4389,Seyhan,7,13,0,0,0,0,,0,
3609,Mersin,455000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Extreme,2011,272000.0,Düz,Dizel,Sedan,Füme,1461.0,105.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Anamur,7,0,0,7,1,5,1.0,0,13000.0
3610,İstanbul,355000,2025-04-07 00:00:00,Renault,Laguna,3.0 Privilege,2003,294500.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,2946.0,207.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2.535,Bağcılar,7,2,0,11,0,0,,0,
3611,Antalya,279000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Grandtour Authentique,2012,508000.0,Düz,Dizel,Station wagon,Gri,1461.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Manavgat,7,1,0,12,0,0,,0,
3612,Şanlıurfa,340000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2012,238000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Eyyübiye,7,2,0,11,0,0,,0,
3613,Yozgat,192000,2025-04-07 00:00:00,Renault,Clio,1.4 RN,1996,258000.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1390.0,75.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,,7,0,0,0,0,13,,0,
3614,İzmir,485000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi SportTourer Joy,2013,338000.0,Düz,Dizel,Station wagon,Beyaz,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Torbalı,7,0,1,4,1,7,,0,
3616,İstanbul,1065000,2025-04-07 00:00:00,Renault,Megane,1.5 Blue DCI Touch,2021,165000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Beylikdüzü,7,11,1,0,1,0,,0,
3617,İstanbul,1025000,2025-04-07 00:00:00,Renault,Megane,1.5 Blue DCI Touch,2019,124000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Bağcılar,7,10,1,2,0,0,,0,
3618,Düzce,369000,2025-04-07 00:00:00,Renault,Scenic,1.6 Privilege,2004,274000.0,Düz,LPG & Benzin,MPV,Yeşil,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Çilimli,7,5,0,6,2,0,,0,
3619,Osmaniye,133000,2025-04-07 00:00:00,Renault,R 12,TX,1986,76000.0,Düz,LPG & Benzin,Sedan,Beyaz,1397.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Kadirli,7,0,0,0,0,13,,0,
3620,İstanbul,695000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Touch,2016,140000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Ataşehir,7,9,0,4,0,0,,0,
3621,Rize,435000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Expression,2008,302000.0,Otomatik,Dizel,Sedan,Gri,1461.0,100.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Derepazarı,7,8,1,4,0,0,,0,
3622,Konya,450000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,163580.0,Düz,Dizel,Sedan,Kahverengi,1461.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Meram,7,6,0,6,1,0,,0,
3623,Artvin,638000,2025-04-07 00:00:00,Renault,Symbol,0.9 TCe Joy,2020,91000.0,Düz,Benzin,Sedan,Beyaz,898.0,90.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Hopa,7,13,0,0,0,0,0.0,0,
3624,Antalya,415000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Authentique,2011,250000.0,Düz,Dizel,Hatchback/5,Gri,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Muratpaşa,7,0,0,10,0,3,,0,
3625,Manisa,375000,2025-04-07 00:00:00,Renault,R 12,Toros,2000,145000.0,Düz,LPG & Benzin,Station wagon,Beyaz,1397.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,436.0,Salihli,7,13,0,0,0,0,,0,
3626,İstanbul,680000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Expression,2010,90500.0,Düz,Dizel,Sedan,Füme,1461.0,85.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,,7,13,0,0,0,0,1.0,0,5900.0
3627,Manisa,447500,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Authentique,2008,205000.0,Otomatik,Dizel,Sedan,Gri,1461.0,100.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Saruhanlı,7,11,0,2,0,0,,0,
3628,İstanbul,472500,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Privilege,2007,220000.0,Düz,Dizel,Sedan,Yeşil,1461.0,106.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Tuzla,7,13,0,0,0,0,,0,
3629,Tekirdağ,165000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway,1996,401000.0,Düz,LPG & Benzin,Sedan,Mavi,1390.0,83.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,,7,13,0,0,0,0,,0,
3630,Aydın,195000,2025-04-07 00:00:00,Renault,R 12,Toros,1991,100000.0,Düz,Benzin,Station wagon,Beyaz,1397.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,436.0,Didim,7,13,0,0,0,0,0.0,0,
3631,Kayseri,465000,2025-04-07 00:00:00,Renault,Megane,1.6 Expression,2006,254000.0,Düz,LPG & Benzin,Sedan,Gri,1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Kocasinan,7,0,1,0,0,12,,0,
3632,Muğla,625000,2025-04-07 00:00:00,Renault,Clio,1.2 Joy,2015,111608.0,Düz,Benzin,Hatchback/5,Kırmızı,1149.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,826.0,Marmaris,7,13,0,0,0,0,0.0,0,
3633,Şanlıurfa,715000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch Plus,2014,192000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Karaköprü,7,0,0,0,0,13,,0,
3634,Amasya,360000,2025-04-07 00:00:00,Renault,Megane,1.4 Authentique,2002,270000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Merzifon,7,0,0,0,1,12,0.0,0,
3635,Ankara,225000,2025-04-07 00:00:00,Renault,R 19,1.4 Europa RN,1997,212000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1500.0,63.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Keçiören,7,13,0,0,0,0,,0,
3636,İstanbul,390000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Authentique,2008,239500.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Küçükçekmece,7,7,3,3,0,0,1.0,0,5800.0
3637,İstanbul,375000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,226500.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Bağcılar,7,0,0,0,0,13,1.0,0,13500.0
3638,Adana,985000,2025-04-07 00:00:00,Renault,Megane,1.5 Blue DCI Joy,2021,124000.0,Otomatik,Dizel,Sedan,Mavi,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Seyhan,7,11,0,1,1,0,,0,
3639,Şanlıurfa,755000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Touch,2017,273000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Birecik,7,13,0,0,0,0,,0,
3640,Kırıkkale,210000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway,1994,396000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Sahibinden,436.0,Merkez,7,13,0,0,0,0,0.0,0,
3641,İstanbul,365000,2025-04-07 00:00:00,Renault,Megane,1.6 Dynamique,2004,20000.0,Düz,LPG & Benzin,Sedan,Siyah,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Maltepe,7,0,0,1,0,12,1.0,0,30000.0
3642,Giresun,365000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Authentique,2007,177200.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,,7,0,0,2,1,10,1.0,0,2170.0
3643,İstanbul,685000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Icon,2019,265000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Sancaktepe,7,10,0,1,2,0,,0,
3644,Gaziantep,149000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway,1992,250000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1390.0,83.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Şehitkamil,7,13,0,0,0,0,,0,
3645,Antalya,525000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Joy,2017,261000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.606,Muratpaşa,7,10,0,3,0,0,,0,
3647,Balıkesir,220000,2025-04-07 00:00:00,Renault,R 19,1.4 Europa RL,1997,280000.0,Düz,LPG & Benzin,Sedan,Beyaz,1397.0,80.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Karesi,7,0,0,0,0,13,,0,
3648,Aydın,666000,2025-04-07 00:00:00,Renault,Clio,1.2 Joy,2019,87000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1149.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4042,Nazilli,7,13,0,0,0,0,,0,
3649,İzmir,357500,2025-04-07 00:00:00,Renault,Clio,1.6 RTE,2000,192000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1598.0,90.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Buca,7,10,0,3,0,0,,0,
3650,İstanbul,658000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2019,192000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Pendik,7,13,0,0,0,0,,0,
3651,Bolu,1050000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Joy,2021,122000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1332.0,140.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Merkez,7,13,0,0,0,0,0.0,0,
3652,Rize,315000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Extreme,2007,420000.0,Düz,Dizel,Hatchback/3,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Pazar,7,0,0,12,1,0,,0,
3653,İzmir,295000,2025-04-07 00:00:00,Renault,Clio,1.6 RTE,2000,218000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1598.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Bergama,7,12,0,0,1,0,,0,
3655,İstanbul,1000000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Joy,2022,119000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1332.0,140.0,Önden Çekiş,Belirtilmemis,Sahibinden,10112,Esenler,7,13,0,0,0,0,,0,
3657,Adana,1198000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Joy Comfort,2022,49500.0,Otomatik,Benzin,Sedan,Beyaz,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,5803,Sarıçam,7,13,0,0,0,0,,0,
3658,İstanbul,440000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Authentique,2007,220000.0,Düz,Dizel,Sedan,Gri,1461.0,85.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Büyükçekmece,7,3,0,10,0,0,,0,
3659,İstanbul,729000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2015,109000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Esenyurt,7,7,0,4,2,0,,0,
3660,İzmir,865000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2019,96000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Bornova,7,12,0,1,0,0,1.0,0,10966.0
3662,İstanbul,710000,2025-04-07 00:00:00,Renault,Clio,0.9 TCe Joy,2019,12500.0,Düz,Benzin,Hatchback/5,Kırmızı,898.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4042,Bağcılar,7,12,0,1,0,0,,0,
3663,Kahramanmaraş,538000,2025-04-07 00:00:00,Renault,Megane,1.6 Dynamique,2008,89000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1598.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Dulkadiroğlu,7,6,0,6,1,0,,0,
3664,Mardin,499000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Dynamique,2004,270000.0,Düz,Dizel,Hatchback/5,Yeşil,1461.0,100.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Artuklu,7,0,0,10,0,3,,0,
3665,İstanbul,907500,2025-04-07 00:00:00,Renault,Megane,1.5 Blue DCI Joy,2020,92000.0,Düz,Dizel,Sedan,Beyaz,1461.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Avcılar,7,11,1,0,1,0,,0,
3666,Gaziantep,195000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway RL,1998,198000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Şahinbey,7,13,0,0,0,0,0.0,0,
3667,İstanbul,1250000,2025-04-07 00:00:00,Renault,Talisman,1.6 dCi Icon,2016,116000.0,Otomatik,Dizel,Sedan,Kahverengi,1500.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Bağcılar,7,11,0,2,0,0,,0,
3668,İstanbul,989000,2025-04-07 00:00:00,Renault,Clio,1.3 TCe Touch,2020,29000.0,Otomatik,Benzin,Hatchback/5,Mavi,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Ataşehir,7,13,0,0,0,0,,0,
3669,Ankara,275000,2025-04-07 00:00:00,Renault,R 9,1.4 Broadway RNi,1999,226000.0,Düz,LPG & Benzin,Sedan,Beyaz,1397.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Pursaklar,7,12,0,1,0,0,,0,
3670,Tekirdağ,155000,2025-04-07 00:00:00,Renault,R 19,1.4 Europa RN,1996,358000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil,1397.0,55.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Çerkezköy,7,0,0,0,0,13,,0,
3671,Ankara,930000,2025-04-07 00:00:00,Renault,Clio,1.3 TCe Touch,2020,100000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Sincan,7,11,2,0,0,0,,0,
3672,Ankara,1085000,2025-04-07 00:00:00,Renault,Clio,1.0 TCe Evolution,2023,24000.0,Otomatik,Benzin,Hatchback/5,Turuncu,999.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,5803,Mamak,7,13,0,0,0,0,,0,
3673,Ankara,560000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch,2015,206000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Altındağ,7,0,0,3,2,8,,0,
3674,Aydın,427000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2012,230000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Nazilli,7,13,0,0,0,0,,0,
3675,Mersin,695000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Dynamique,2010,137000.0,Düz,Dizel,Hatchback/5,Kırmızı,1461.0,105.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Mezitli,7,0,3,0,0,10,1.0,0,7000.0
3676,Ankara,910000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Touch,2017,189000.0,Otomatik,Dizel,Sedan,Mavi,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Sincan,7,11,0,2,0,0,,0,
3677,İstanbul,640000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Icon,2014,173000.0,Düz,Dizel,Hatchback/5,Kırmızı,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Beylikdüzü,7,0,2,1,1,9,,0,
3678,Adana,575000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2016,155000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,3661,Çukurova,7,7,0,6,0,0,,0,
3679,İstanbul,714750,2025-04-07 00:00:00,Renault,Clio,1.0 SCe Joy,2022,55000.0,Düz,Benzin,Hatchback/5,Mavi,999.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2.545,Esenyurt,7,9,0,4,0,0,,0,
3680,Manisa,435000,2025-04-07 00:00:00,Renault,Clio,1.4 Dynamique,2004,215000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1390.0,98.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Turgutlu,7,11,2,0,0,0,1.0,0,4850.0
3681,İzmir,610000,2025-04-07 00:00:00,Renault,Clio,0.9 TCe Touch,2019,197284.0,Düz,Benzin,Hatchback/5,Beyaz,1200.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Gaziemir,7,11,0,2,0,0,,0,
3682,İstanbul,1425000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Icon,2024,33000.0,Otomatik,Benzin,Sedan,Gri,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,5803,Tuzla,7,10,1,2,0,0,,0,
3683,Adana,1260000,2025-04-07 00:00:00,Renault,Megane,1.3 TCe Joy Comfort,2022,28900.0,Otomatik,Benzin,Sedan,Beyaz,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,5803,Sarıçam,7,13,0,0,0,0,,0,
3684,Ankara,965000,2025-04-07 00:00:00,Renault,Clio,1.3 TCe Touch,2020,87000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Sincan,7,13,0,0,0,0,,0,
